Nth day,Users,,,,
0,0,,,,
1,0,,,,
2,0,,,,
3,0,,,,
4,0,,,,
5,0,,,,
6,0,,,,
7,0,,,,
8,0,,,,
9,0,,,,
10,0,,,,
11,0,,,,
12,0,,,,
13,0,,,,
14,0,,,,
15,0,,,,
16,0,,,,
17,0,,,,
18,0,,,,
19,0,,,,
20,0,,,,
21,0,,,,
22,0,,,,
23,0,,,,
24,0,,,,
25,0,,,,
26,0,,,,
27,0,,,,
28,0,,,,
29,0,,,,
30,0,,,,
31,0,,,,
32,0,,,,
33,0,,,,
34,0,,,,
35,0,,,,
36,0,,,,
37,0,,,,
38,0,,,,
39,0,,,,
40,0,,,,
41,0,,,,
42,0,,,,
43,0,,,,
44,0,,,,
45,0,,,,
46,0,,,,
47,0,,,,
48,0,,,,
49,0,,,,
50,0,,,,
51,0,,,,
52,0,,,,
53,0,,,,
54,0,,,,
55,0,,,,
56,0,,,,
57,0,,,,
58,0,,,,
59,0,,,,
60,0,,,,
61,0,,,,
62,0,,,,
63,0,,,,
64,0,,,,
65,0,,,,
66,0,,,,
67,0,,,,
68,0,,,,
69,0,,,,
70,0,,,,
71,0,,,,
72,0,,,,
73,0,,,,
74,0,,,,
75,0,,,,
76,0,,,,
77,0,,,,
78,0,,,,
79,0,,,,
80,0,,,,
81,0,,,,
82,0,,,,
83,0,,,,
84,0,,,,
85,0,,,,
86,0,,,,
87,0,,,,
88,0,,,,
89,0,,,,
90,0,,,,
91,0,,,,
92,0,,,,
93,0,,,,
94,0,,,,
95,0,,,,
96,0,,,,
97,0,,,,
98,0,,,,
99,0,,,,
100,0,,,,
101,0,,,,
102,0,,,,
103,0,,,,
104,0,,,,
105,0,,,,
106,0,,,,
107,0,,,,
108,0,,,,
109,0,,,,
110,0,,,,
111,0,,,,
112,0,,,,
113,0,,,,
114,0,,,,
115,0,,,,
116,0,,,,
117,0,,,,
118,0,,,,
119,0,,,,
120,0,,,,
121,0,,,,
122,0,,,,
123,0,,,,
124,0,,,,
125,0,,,,
126,0,,,,
127,0,,,,
128,0,,,,
129,0,,,,
130,0,,,,
131,0,,,,
132,0,,,,
133,0,,,,
134,0,,,,
135,0,,,,
136,0,,,,
137,0,,,,
138,0,,,,
139,0,,,,
140,0,,,,
141,0,,,,
142,0,,,,
143,0,,,,
144,0,,,,
145,0,,,,
146,0,,,,
147,0,,,,
148,0,,,,
149,0,,,,
150,0,,,,
151,0,,,,
152,0,,,,
153,0,,,,
154,0,,,,
155,0,,,,
156,0,,,,
157,0,,,,
158,0,,,,
159,0,,,,
160,0,,,,
161,0,,,,
162,0,,,,
163,0,,,,
164,0,,,,
165,0,,,,
166,0,,,,
167,0,,,,
168,0,,,,
169,0,,,,
170,0,,,,
171,0,,,,
172,0,,,,
173,0,,,,
174,0,,,,
175,0,,,,
176,0,,,,
177,0,,,,
178,0,,,,
179,0,,,,
180,0,,,,
181,0,,,,
182,0,,,,
183,0,,,,
184,0,,,,
185,0,,,,
186,0,,,,
187,0,,,,
188,0,,,,
189,0,,,,
190,0,,,,
191,0,,,,
192,0,,,,
193,0,,,,
194,0,,,,
195,0,,,,
196,0,,,,
197,0,,,,
198,0,,,,
199,0,,,,
200,0,,,,
201,0,,,,
202,0,,,,
203,0,,,,
204,0,,,,
205,0,,,,
206,0,,,,
207,0,,,,
208,0,,,,
209,0,,,,
210,0,,,,
211,0,,,,
212,0,,,,
213,0,,,,
214,0,,,,
215,0,,,,
216,0,,,,
217,0,,,,
218,0,,,,
219,0,,,,
220,0,,,,
221,0,,,,
222,0,,,,
223,0,,,,
224,0,,,,
225,0,,,,
226,0,,,,
227,0,,,,
228,0,,,,
229,0,,,,
230,0,,,,
231,0,,,,
232,0,,,,
233,0,,,,
234,0,,,,
235,0,,,,
236,0,,,,
237,0,,,,
238,0,,,,
239,0,,,,
240,0,,,,
241,0,,,,
242,0,,,,
243,0,,,,
244,0,,,,
245,0,,,,
246,0,,,,
247,0,,,,
248,0,,,,
249,0,,,,
250,0,,,,
251,0,,,,
252,0,,,,
253,0,,,,
254,0,,,,
255,0,,,,
256,0,,,,
257,0,,,,
258,0,,,,
259,0,,,,
260,0,,,,
261,0,,,,
262,0,,,,
263,0,,,,
264,0,,,,
265,0,,,,
266,0,,,,
267,0,,,,
268,0,,,,
269,0,,,,
270,0,,,,
271,0,,,,
272,0,,,,
273,0,,,,
274,0,,,,
275,0,,,,
276,0,,,,
277,0,,,,
278,0,,,,
279,0,,,,
280,0,,,,
281,0,,,,
282,0,,,,
283,0,,,,
284,0,,,,
285,0,,,,
286,0,,,,
287,0,,,,
288,0,,,,
289,0,,,,
290,0,,,,
291,0,,,,
292,0,,,,
293,0,,,,
294,0,,,,
295,0,,,,
296,0,,,,
297,0,,,,
298,0,,,,
299,0,,,,
300,0,,,,
301,0,,,,
302,0,,,,
303,0,,,,
304,0,,,,
305,0,,,,
306,0,,,,
307,0,,,,
308,0,,,,
309,0,,,,
310,0,,,,
311,0,,,,
312,0,,,,
313,0,,,,
314,0,,,,
315,0,,,,
316,0,,,,
317,0,,,,
318,0,,,,
319,0,,,,
320,0,,,,
321,0,,,,
322,0,,,,
323,0,,,,
324,0,,,,
325,0,,,,
326,0,,,,
327,0,,,,
328,0,,,,
329,0,,,,
330,0,,,,
331,0,,,,
332,0,,,,
333,0,,,,
334,0,,,,
335,0,,,,
336,0,,,,
337,0,,,,
338,0,,,,
339,0,,,,
340,0,,,,
341,0,,,,
342,0,,,,
343,0,,,,
344,0,,,,
345,0,,,,
346,0,,,,
347,0,,,,
348,0,,,,
349,0,,,,
350,0,,,,
351,0,,,,
352,0,,,,
353,0,,,,
354,0,,,,
355,0,,,,
356,0,,,,
357,0,,,,
358,0,,,,
359,0,,,,
360,0,,,,
361,0,,,,
362,0,,,,
363,0,,,,
364,0,,,,
365,0,,,,
366,0,,,,
367,0,,,,
368,0,,,,
369,0,,,,
370,0,,,,
371,0,,,,
372,0,,,,
373,0,,,,
374,0,,,,
375,0,,,,
376,0,,,,
377,0,,,,
378,0,,,,
379,0,,,,
380,0,,,,
381,0,,,,
382,0,,,,
383,0,,,,
384,0,,,,
385,0,,,,
386,0,,,,
387,0,,,,
388,0,,,,
389,0,,,,
390,0,,,,
391,0,,,,
392,0,,,,
393,0,,,,
394,0,,,,
395,0,,,,
396,0,,,,
397,0,,,,
398,0,,,,
399,0,,,,
400,0,,,,
401,0,,,,
402,0,,,,
403,0,,,,
404,0,,,,
405,0,,,,
406,0,,,,
407,0,,,,
408,0,,,,
409,0,,,,
410,0,,,,
411,0,,,,
412,0,,,,
413,0,,,,
414,0,,,,
415,0,,,,
416,0,,,,
417,0,,,,
418,0,,,,
419,0,,,,
420,0,,,,
421,0,,,,
422,0,,,,
423,0,,,,
424,0,,,,
425,0,,,,
426,0,,,,
427,0,,,,
428,0,,,,
429,0,,,,
430,0,,,,
431,0,,,,
432,0,,,,
433,0,,,,
434,0,,,,
435,0,,,,
436,0,,,,
437,0,,,,
438,0,,,,
439,0,,,,
440,0,,,,
441,0,,,,
442,0,,,,
443,0,,,,
444,0,,,,
445,0,,,,
446,0,,,,
447,0,,,,
448,0,,,,
449,0,,,,
450,0,,,,
451,0,,,,
452,0,,,,
453,0,,,,
454,0,,,,
455,0,,,,
456,0,,,,
457,0,,,,
458,0,,,,
459,0,,,,
460,0,,,,
461,0,,,,
462,0,,,,
463,0,,,,
464,0,,,,
465,0,,,,
466,0,,,,
467,0,,,,
468,0,,,,
469,0,,,,
470,0,,,,
471,0,,,,
472,0,,,,
473,0,,,,
474,0,,,,
475,0,,,,
476,0,,,,
477,0,,,,
478,0,,,,
479,0,,,,
480,0,,,,
481,0,,,,
482,0,,,,
483,0,,,,
484,0,,,,
485,0,,,,
486,0,,,,
487,0,,,,
488,0,,,,
489,0,,,,
490,0,,,,
491,0,,,,
492,0,,,,
493,0,,,,
494,0,,,,
495,0,,,,
496,0,,,,
497,0,,,,
498,0,,,,
499,0,,,,
500,0,,,,
501,0,,,,
502,0,,,,
503,0,,,,
504,0,,,,
505,0,,,,
506,0,,,,
507,0,,,,
508,0,,,,
509,0,,,,
510,0,,,,
511,0,,,,
512,0,,,,
513,0,,,,
514,0,,,,
515,0,,,,
516,0,,,,
517,0,,,,
518,0,,,,
519,0,,,,
520,0,,,,
521,0,,,,
522,0,,,,
523,0,,,,
524,0,,,,
525,0,,,,
526,0,,,,
527,0,,,,
528,0,,,,
529,0,,,,
530,0,,,,
531,0,,,,
532,0,,,,
533,0,,,,
534,0,,,,
535,0,,,,
536,0,,,,
537,0,,,,
538,0,,,,
539,0,,,,
540,0,,,,
541,0,,,,
542,0,,,,
543,0,,,,
544,0,,,,
545,0,,,,
546,0,,,,
547,0,,,,
548,0,,,,
549,0,,,,
550,0,,,,
551,0,,,,
552,0,,,,
553,0,,,,
554,0,,,,
555,0,,,,
556,0,,,,
557,0,,,,
558,0,,,,
559,0,,,,
560,0,,,,
561,0,,,,
562,0,,,,
563,1,,,,
564,1,,,,
565,1,,,,
566,2,,,,
567,13,,,,
568,6,,,,
569,1,,,,
570,12,,,,
571,16,,,,
572,19,,,,
573,32,,,,
574,12,,,,
575,4,,,,
576,5,,,,
577,135,,,,
578,73,,,,
579,39,,,,
580,17,,,,
581,13,,,,
582,34,,,,
583,34,,,,
584,69,,,,
585,76,,,,
586,83,,,,
587,118,,,,
588,83,,,,
589,46,,,,
590,33,,,,
591,54,,,,
592,105,,,,
593,112,,,,
594,82,,,,
595,100,,,,
596,58,,,,
597,46,,,,
598,119,,,,
599,107,,,,
600,132,,,,
601,131,,,,
602,115,,,,
603,48,,,,
604,24,,,,
605,114,,,,
606,127,,,,
607,84,,,,
608,162,,,,
609,163,,,,
610,88,,,,
611,41,,,,
612,115,,,,
613,130,,,,
614,136,,,,
615,107,,,,
616,102,,,,
617,54,,,,
618,52,,,,
619,87,,,,
620,113,,,,
621,97,,,,
622,91,,,,
623,93,,,,
624,51,,,,
625,37,,,,
626,96,,,,
627,89,,,,
628,105,,,,
629,115,,,,
630,88,,,,
631,55,,,,
632,29,,,,
633,98,,,,
634,127,,,,
635,153,,,,
636,115,,,,
637,126,,,,
638,78,,,,
639,40,,,,
640,122,,,,
641,117,,,,
642,92,,,,
643,108,,,,
644,85,,,,
645,46,,,,
646,39,,,,
647,118,,,,
648,142,,,,
649,105,,,,
650,93,,,,
651,87,,,,
652,56,,,,
653,96,,,,
654,111,,,,
655,126,,,,
656,132,,,,
657,136,,,,
658,112,,,,
659,46,,,,
660,60,,,,
661,80,,,,
662,94,,,,
663,92,,,,
664,121,,,,
665,105,,,,
666,51,,,,
667,42,,,,
668,88,,,,
669,105,,,,
670,116,,,,
671,151,,,,
672,97,,,,
673,38,,,,
674,42,,,,
675,112,,,,
676,124,,,,
677,133,,,,
678,122,,,,
679,110,,,,
680,70,,,,
681,55,,,,
682,127,,,,
683,139,,,,
684,143,,,,
685,157,,,,
686,130,,,,
687,50,,,,
688,52,,,,
689,124,,,,
690,121,,,,
691,131,,,,
692,111,,,,
693,109,,,,
694,51,,,,
695,68,,,,
696,138,,,,
697,150,,,,
698,134,,,,
699,144,,,,
700,109,,,,
701,54,,,,
702,56,,,,
703,119,,,,
704,110,,,,
705,127,,,,
706,147,,,,
707,130,,,,
708,51,,,,
709,52,,,,
710,121,,,,
711,162,,,,
712,154,,,,
713,126,,,,
714,147,,,,
715,65,,,,
716,48,,,,
717,141,,,,
718,132,,,,
719,145,,,,
720,148,,,,
721,118,,,,
722,65,,,,
723,39,,,,
724,93,,,,
725,131,,,,
726,154,,,,
727,135,,,,
728,117,,,,
729,54,,,,
730,54,,,,
731,115,,,,4851
732,152,,,,
733,214,,,,
734,204,,,,
735,173,,,,
736,98,,,,
737,85,,,,
738,160,,,,
739,194,,,,
740,194,,,,
741,172,,,,
742,157,,,,
743,69,,,,
744,42,,,,
745,184,,,,
746,211,,,,
747,208,,,,
748,209,,,,
749,175,,,,
750,114,,,,
751,72,,,,
752,165,,,,
753,241,,,,
754,226,,,,
755,188,,,,
756,161,,,,
757,115,,,,
758,85,,,,
759,199,,,,
760,215,,,,
761,228,,,,
762,238,,,,
763,245,,,,
764,172,,,,
765,94,,,,
766,191,,,,
767,247,,,,
768,236,,,,
769,220,,,,
770,221,,,,
771,87,,,,
772,76,,,,
773,229,,,,
774,234,,,,
775,223,,,,
776,226,,,,
777,178,,,,
778,99,,,,
779,81,,,,
780,209,,,,
781,225,,,,
782,214,,,,
783,213,,,,
784,175,,,,
785,99,,,,
786,96,,,,
787,179,,,,
788,238,,,,
789,211,,,,
790,248,,,,
791,220,,,,
792,111,,,,
793,71,,,,
794,188,,,,
795,229,,,,
796,205,,,,
797,241,,,,
798,177,,,,
799,106,,,,
800,83,,,,
801,199,,,,
802,240,,,,
803,213,,,,
804,208,,,,
805,156,,,,
806,75,,,,
807,69,,,,
808,144,,,,
809,196,,,,
810,147,,,,
811,173,,,,
812,142,,,,
813,56,,,,
814,66,,,,
815,137,,,,
816,162,,,,
817,174,,,,
818,143,,,,
819,114,,,,
820,62,,,,
821,55,,,,
822,120,,,,
823,168,,,,
824,168,,,,
825,159,,,,
826,105,,,,
827,60,,,,
828,62,,,,
829,124,,,,
830,163,,,,
831,153,,,,
832,164,,,,
833,169,,,,
834,74,,,,
835,73,,,,
836,149,,,,
837,186,,,,
838,195,,,,
839,192,,,,
840,149,,,,
841,69,,,,
842,63,,,,
843,155,,,,
844,199,,,,
845,179,,,,
846,193,,,,
847,130,,,,
848,63,,,,
849,51,,,,
850,87,,,,
851,145,,,,
852,166,,,,
853,143,,,,
854,135,,,,
855,72,,,,
856,83,,,,
857,150,,,,
858,172,,,,
859,187,,,,
860,196,,,,
861,166,,,,
862,86,,,,
863,70,,,,
864,151,,,,
865,204,,,,
866,178,,,,
867,186,,,,
868,155,,,,
869,84,,,,
870,59,,,,
871,164,,,,
872,189,,,,
873,186,,,,
874,179,,,,
875,160,,,,
876,58,,,,
877,68,,,,
878,174,,,,
879,204,,,,
880,215,,,,
881,163,,,,
882,165,,,,
883,68,,,,
884,64,,,,
885,133,,,,
886,146,,,,
887,153,,,,
888,152,,,,
889,136,,,,
890,63,,,,
891,50,,,,
892,154,,,,
893,173,,,,
894,162,,,,
895,191,,,,
896,156,,,,
897,66,,,,
898,63,,,,
899,161,,,,
900,175,,,,
901,185,,,,
902,182,,,,
903,153,,,,
904,61,,,,
905,69,,,,
906,156,,,,
907,192,,,,
908,167,,,,
909,165,,,,
910,164,,,,
911,83,,,,
912,61,,,,
913,136,,,,
914,141,,,,
915,172,,,,
916,163,,,,
917,147,,,,
918,73,,,,
919,55,,,,
920,169,,,,
921,173,,,,
922,205,,,,
923,159,,,,
924,135,,,,
925,83,,,,
926,56,,,,
927,156,,,,
928,209,,,,
929,167,,,,
930,203,,,,
931,152,,,,
932,77,,,,
933,63,,,,
934,142,,,,
935,171,,,,
936,189,,,,
937,167,,,,
938,188,,,,
939,97,,,,
940,70,,,,
941,137,,,,
942,206,,,,
943,262,,,,
944,194,,,,
945,145,,,,
946,81,,,,
947,61,,,,
948,146,,,,
949,172,,,,
950,186,,,,
951,173,,,,
952,164,,,,
953,59,,,,
954,51,,,,
955,113,,,,
956,109,,,,
957,139,,,,
958,131,,,,
959,126,,,,
960,56,,,,
961,53,,,,
962,131,,,,
963,124,,,,
964,151,,,,
965,154,,,,
966,110,,,,
967,53,,,,
968,58,,,,
969,132,,,,
970,158,,,,
971,124,,,,
972,114,,,,
973,110,,,,
974,80,,,,
975,43,,,,
976,146,,,,
977,167,,,,
978,148,,,,
979,120,,,,
980,130,,,,
981,103,,,,
982,48,,,,
983,120,,,,
984,142,,,,
985,159,,,,
986,143,,,,
987,120,,,,
988,68,,,,
989,44,,,,
990,98,,,,
991,129,,,,
992,126,,,,
993,125,,,,
994,134,,,,
995,64,,,,
996,57,,,,
997,98,,,,
998,136,,,,
999,126,,,,
1000,143,,,,
1001,124,,,,
1002,62,,,,
1003,45,,,,
1004,94,,,,
1005,149,,,,
1006,246,,,,
1007,203,,,,
1008,166,,,,
1009,93,,,,
1010,85,,,,
1011,161,,,,
1012,152,,,,
1013,168,,,,
1014,158,,,,
1015,132,,,,
1016,62,,,,
1017,61,,,,
1018,118,,,,
1019,175,,,,
1020,120,,,,
1021,166,,,,
1022,138,,,,
1023,57,,,,
1024,45,,,,
1025,98,,,,
1026,119,,,,
1027,137,,,,
1028,132,,,,
1029,154,,,,
1030,71,,,,
1031,63,,,,
1032,139,,,,
1033,114,,,,
1034,117,,,,
1035,176,,,,
1036,122,,,,
1037,75,,,,
1038,63,,,,
1039,159,,,,
1040,154,,,,
1041,170,,,,
1042,169,,,,
1043,134,,,,
1044,52,,,,
1045,67,,,,
1046,118,,,,
1047,134,,,,
1048,153,,,,
1049,144,,,,
1050,135,,,,
1051,66,,,,
1052,43,,,,
1053,133,,,,
1054,174,,,,
1055,186,,,,
1056,150,,,,
1057,124,,,,
1058,67,,,,
1059,64,,,,
1060,116,,,,
1061,144,,,,
1062,175,,,,
1063,152,,,,
1064,134,,,,
1065,53,,,,
1066,51,,,,
1067,129,,,,
1068,150,,,,
1069,136,,,,
1070,118,,,,
1071,128,,,,
1072,72,,,,
1073,61,,,,
1074,136,,,,
1075,161,,,,
1076,161,,,,
1077,166,,,,
1078,142,,,,
1079,73,,,,
1080,70,,,,
1081,139,,,,
1082,152,,,,
1083,198,,,,
1084,182,,,,
1085,106,,,,
1086,63,,,,
1087,58,,,,
1088,50,,,,
1089,101,,,,
1090,130,,,,
1091,130,,,,
1092,105,,,,
1093,64,,,,
1094,53,,,,
1095,67,,,,
1096,132,,,,
1097,155,,,,
1098,182,,,,
1099,126,,,,
1100,80,,,,
1101,67,,,,
1102,169,,,,
1103,178,,,,
1104,257,,,,
1105,170,,,,
1106,148,,,,
1107,79,,,,
1108,56,,,,
1109,138,,,,
1110,159,,,,
1111,181,,,,
1112,139,,,,
1113,141,,,,
1114,62,,,,
1115,61,,,,
1116,123,,,,
1117,155,,,,
1118,154,,,,
1119,189,,,,
1120,142,,,,
1121,85,,,,
1122,64,,,,
1123,142,,,,
1124,157,,,,
1125,168,,,,
1126,167,,,,
1127,152,,,,
1128,68,,,,
1129,75,,,,
1130,129,,,,
1131,160,,,,
1132,146,,,,
1133,157,,,,
1134,163,,,,
1135,65,,,,
1136,43,,,,
1137,124,,,,
1138,133,,,,
1139,145,,,,
1140,154,,,,
1141,151,,,,
1142,82,,,,
1143,55,,,,
1144,139,,,,
1145,152,,,,
1146,161,,,,
1147,173,,,,
1148,155,,,,
1149,72,,,,
1150,51,,,,
1151,133,,,,
1152,172,,,,
1153,142,,,,
1154,166,,,,
1155,133,,,,
1156,63,,,,
1157,57,,,,
1158,130,,,,
1159,152,,,,
1160,150,,,,
1161,153,,,,
1162,120,,,,
1163,83,,,,
1164,78,,,,
1165,158,,,,
1166,165,,,,
1167,169,,,,
1168,176,,,,
1169,159,,,,
1170,72,,,,
1171,62,,,,
1172,166,,,,
1173,199,,,,
1174,167,,,,
1175,170,,,,
1176,132,,,,
1177,60,,,,
1178,62,,,,
1179,138,,,,
1180,156,,,,
1181,162,,,,
1182,142,,,,
1183,108,,,,
1184,64,,,,
1185,51,,,,
1186,123,,,,
1187,161,,,,
1188,174,,,,
1189,171,,,,
1190,153,,,,
1191,57,,,,
1192,64,,,,
1193,139,,,,
1194,127,,,,
1195,181,,,,
1196,132,,,,
1197,113,,,,
1198,74,,,,
1199,53,,,,
1200,107,,,,
1201,129,,,,
1202,130,,,,
1203,136,,,,
1204,116,,,,
1205,63,,,,
1206,65,,,,
1207,130,,,,
1208,144,,,,
1209,145,,,,
1210,135,,,,
1211,117,,,,
1212,76,,,,
1213,48,,,,
1214,118,,,,
1215,122,,,,
1216,82,,,,
1217,123,,,,
1218,116,,,,
1219,52,,,,
1220,31,,,,
1221,124,,,,
1222,138,,,,
1223,129,,,,
1224,111,,,,
1225,113,,,,
1226,73,,,,
1227,29,,,,
1228,120,,,,
1229,139,,,,
1230,133,,,,
1231,130,,,,
1232,115,,,,
1233,60,,,,
1234,39,,,,
1235,114,,,,
1236,152,,,,
1237,137,,,,
1238,150,,,,
1239,120,,,,
1240,55,,,,
1241,49,,,,
1242,131,,,,
1243,132,,,,
1244,118,,,,
1245,122,,,,
1246,101,,,,
1247,53,,,,
1248,51,,,,
1249,136,,,,
1250,115,,,,
1251,135,,,,
1252,137,,,,
1253,122,,,,
1254,59,,,,
1255,40,,,,
1256,113,,,,
1257,135,,,,
1258,113,,,,
1259,133,,,,
1260,87,,,,
1261,46,,,,
1262,31,,,,
1263,81,,,,
1264,99,,,,
1265,118,,,,
1266,130,,,,
1267,103,,,,
1268,48,,,,
1269,37,,,,
1270,120,,,,
1271,122,,,,
1272,115,,,,
1273,99,,,,
1274,114,,,,
1275,58,,,,
1276,52,,,,
1277,106,,,,
1278,125,,,,
1279,157,,,,
1280,125,,,,
1281,114,,,,
1282,61,,,,
1283,61,,,,
1284,133,,,,
1285,140,,,,
1286,140,,,,
1287,151,,,,
1288,135,,,,
1289,60,,,,
1290,57,,,,
1291,132,,,,
1292,158,,,,
1293,170,,,,
1294,151,,,,
1295,127,,,,
1296,59,,,,
1297,54,,,,
1298,138,,,,
1299,153,,,,
1300,117,,,,
1301,119,,,,
1302,106,,,,
1303,59,,,,
1304,44,,,,
1305,117,,,,
1306,138,,,,
1307,93,,,,
1308,106,,,,